ds,yhat,yhat_lower,yhat_upper
1970-01-01 00:00:00.000044058,146219.542925558,-24631.385993946027,328643.18379185663
1970-01-01 00:00:00.000044059,146028.6659658411,-39690.60701745079,326219.3008412175
1970-01-01 00:00:00.000044060,145837.78900612416,-34712.32302707963,331533.3658281266
1970-01-01 00:00:00.000044061,145646.91204640726,-23348.024661839474,316426.9326514412
1970-01-01 00:00:00.000044062,145456.03508669033,-25490.722802319775,329551.7719815412
1970-01-01 00:00:00.000044063,145265.15812697343,-32510.640183687538,322312.88605026325
1970-01-01 00:00:00.000044064,145074.2811672565,-29120.67775381573,321202.5174486172
1970-01-01 00:00:00.000044065,144883.40420753957,-51175.54343759715,312852.32263798045
1970-01-01 00:00:00.000044066,144692.52724782264,-42677.5899992914,315993.15212328086
1970-01-01 00:00:00.000044067,144501.65028810574,-32535.700207465958,312175.80393505696
1970-01-01 00:00:00.000044068,144310.77332838884,-41101.530752461775,327756.2016711381
1970-01-01 00:00:00.000044069,144119.89636867194,-40556.739657545986,304140.2442411797
1970-01-01 00:00:00.000044070,143929.019408955,-29989.673412403474,323046.75913456234
1970-01-01 00:00:00.000044071,143738.14244923808,-17399.977537393417,317944.99394868885
1970-01-01 00:00:00.000044072,143547.26548952115,-32848.48724750033,328420.8689122582
1970-01-01 00:00:00.000044073,143356.38852980424,-45914.75311960896,318092.05355820997
1970-01-01 00:00:00.000044074,143165.5115700873,-41628.62885778685,318541.903264451
1970-01-01 00:00:00.000044075,142974.6346103704,-48036.03264084406,314464.93525350787
1970-01-01 00:00:00.000044076,142783.75765065348,-39375.02093407038,322013.2305576054
1970-01-01 00:00:00.000044077,142334.08045121055,-40940.29446346055,316621.8939232128
1970-01-01 00:00:00.000044078,141884.4032517676,-46471.273015407714,304511.30041705834
1970-01-01 00:00:00.000044079,141434.72605232467,-51485.36809770395,322730.3969855338
1970-01-01 00:00:00.000044080,140985.04885288174,-39721.04798755074,312844.36663252383
1970-01-01 00:00:00.000044081,140535.37165343878,-42510.66228275876,325689.73489013297
1970-01-01 00:00:00.000044082,140085.69445399582,-50847.8168108055,309016.8923627393
1970-01-01 00:00:00.000044083,139636.0172545529,-43577.49105150512,310208.4026741563
1970-01-01 00:00:00.000044084,139186.34005510993,-37234.47740792735,314636.89832214185
1970-01-01 00:00:00.000044085,138736.66285566697,-24478.987366407822,318749.50131657254
1970-01-01 00:00:00.000044086,138286.98565622405,-44344.64644832419,318647.9078001274
1970-01-01 00:00:00.000044087,137837.30845678112,-49270.34518210123,314675.7742311098
1970-01-01 00:00:00.000044088,137387.63125733816,-47535.516499833495,330641.85298723885
1970-01-01 00:00:00.000044089,136937.9540578952,-46701.289030082175,311175.8469758567
1970-01-01 00:00:00.000044090,136488.27685845227,-44759.05203592442,310710.07292960945
1970-01-01 00:00:00.000044091,136038.59965900934,-46935.03683089325,322964.52613333554
1970-01-01 00:00:00.000044092,135588.92245956638,-36580.12903818816,315377.1827294079
1970-01-01 00:00:00.000044093,135139.24526012343,-23494.971532601194,308814.1665260838
1970-01-01 00:00:00.000044094,134689.5680606805,-57324.97149569442,310627.68927154
1970-01-01 00:00:00.000044095,134239.89086123754,-49674.65126404472,305871.77030074806
1970-01-01 00:00:00.000044096,133790.21366179458,-45172.05281270902,315835.94176215294
1970-01-01 00:00:00.000044097,133340.53646235165,-37944.29652011486,315881.62473515666
1970-01-01 00:00:00.000044098,132890.85926290872,-40163.71454303819,318463.5662418296
1970-01-01 00:00:00.000044099,132441.18206346576,-35982.630380350325,300563.4998526492
1970-01-01 00:00:00.000044100,131991.5048640228,-74221.59982814922,300749.5712348772
1970-01-01 00:00:00.000044101,131541.82766457988,-38711.11800457518,308990.5275418729
1970-01-01 00:00:00.000044102,131092.15046513695,-52367.072904186774,307116.19567208766
1970-01-01 00:00:00.000044103,130642.47326569396,-51814.16443069207,305018.1392735457
1970-01-01 00:00:00.000044104,130192.79606625102,-47891.6545010696,318017.4234090074
1970-01-01 00:00:00.000044105,129743.11886680809,-38253.11389695889,308242.2032960895
1970-01-01 00:00:00.000044106,129293.44166736514,-53499.0262720715,300701.71473119775
1970-01-01 00:00:00.000044107,128843.76446792218,-59057.97674418907,310497.169029503
1970-01-01 00:00:00.000044108,128394.08726847924,-53490.52138716035,304627.7396574384
1970-01-01 00:00:00.000044109,127944.41006903631,-55587.76100079148,319328.30952448363
1970-01-01 00:00:00.000044110,127494.73286959337,-41067.67394231499,295493.46030822705
1970-01-01 00:00:00.000044111,127045.05567015041,-64281.238794701734,313786.1629178722
1970-01-01 00:00:00.000044112,126595.37847070747,-49152.884900325924,304269.94337442954
1970-01-01 00:00:00.000044113,126145.70127126452,-48301.01739777257,313652.617136577
1970-01-01 00:00:00.000044114,125696.02407182156,-47226.811349295895,300944.1102953757
1970-01-01 00:00:00.000044121,122548.28367572097,-56002.51968051359,306238.2148516996
1970-01-01 00:00:00.000044122,122098.60647627802,-63017.120378828586,294340.9342643786
1970-01-01 00:00:00.000044123,121648.92927683507,-57063.628282447964,304383.1415886933
1970-01-01 00:00:00.000044124,121199.25207739211,-54765.10121749062,299711.4128787837
1970-01-01 00:00:00.000044125,120749.57487794917,-68239.9285493804,298269.2180614275
1970-01-01 00:00:00.000044126,120299.89767850623,-55216.00064882964,299742.0381660776
1970-01-01 00:00:00.000044127,119850.2204790633,-58314.5431550357,300750.0447747087
1970-01-01 00:00:00.000044128,119400.54327962034,-57360.2659682125,302043.93707219907
1970-01-01 00:00:00.000044129,118950.8660801774,-75775.122063075,305774.45335926017
1970-01-01 00:00:00.000044130,118501.18888073445,-57662.268979351815,299194.5120830789
1970-01-01 00:00:00.000044131,118051.51168129152,-67871.47541043752,297741.2837525773
1970-01-01 00:00:00.000044132,117601.83448184855,-73019.62698564919,297591.1953307468
1970-01-01 00:00:00.000044133,117152.15728240559,-54003.52145976424,296627.17929057725
1970-01-01 00:00:00.000044134,116702.48008296268,-58205.32077824651,305730.6329225701
1970-01-01 00:00:00.000044135,116252.80288351972,-61603.878427263895,301619.5627345845
1970-01-01 00:00:00.000044136,115803.12568407677,-49764.57901922222,312081.1253333001
1970-01-01 00:00:00.000044137,115353.44848463385,-56385.255004894585,300967.75223940145
1970-01-01 00:00:00.000044138,114903.7712851909,-53484.48399539765,286823.90773009637
1970-01-01 00:00:00.000044139,114454.09408574794,-57317.21461948516,290826.27456211817
1970-01-01 00:00:00.000044140,114004.416886305,-70046.93653172998,284760.7841952964
1970-01-01 00:00:00.000044141,113554.73968686207,-59950.2153153041,307697.17541056045
1970-01-01 00:00:00.000044142,113105.0624874191,-53944.16278668091,290027.3225775482
1970-01-01 00:00:00.000044143,112655.38528797615,-63467.69211924647,300275.19232778234
1970-01-01 00:00:00.000044144,112205.70808853323,-73284.76668503965,283834.99967652647
1970-01-01 00:00:00.000044145,111756.03088909027,-66538.78341546908,269132.0864522267
1970-01-01 00:00:00.000044146,111306.35368964732,-57151.733880711945,287702.9719620397
1970-01-01 00:00:00.000044147,110856.67649020438,-64393.08039216112,287619.93796517566
1970-01-01 00:00:00.000044148,110406.99929076145,-60299.253215564444,275265.6238907713
1970-01-01 00:00:00.000044149,109957.3220913185,-64182.68881976476,289495.2857978814
1970-01-01 00:00:00.000044150,109507.64489187555,-71371.0972918733,292351.02472864295
1970-01-01 00:00:00.000044151,109057.9676924326,-72941.75047493013,277904.0676356332
1970-01-01 00:00:00.000044152,108608.29049298965,-69928.22606732359,284548.88567193766
1970-01-01 00:00:00.000044153,108158.6132935467,-74723.56686221871,281706.3358175254
1970-01-01 00:00:00.000044154,107708.93609410376,-64554.90877868733,273744.4871696437
1970-01-01 00:00:00.000044155,107259.25889466083,-73544.02940942222,280011.1853891179
1970-01-01 00:00:00.000044156,106809.58169521787,-82105.46918914949,283371.5905371789
1970-01-01 00:00:00.000044157,106359.90449577493,-73359.21227973013,291560.0115085246
1970-01-01 00:00:00.000044158,105910.22729633198,-64911.673230033026,275716.53215001395
1970-01-01 00:00:00.000044159,105460.55009688906,-70485.7575839331,283567.70223464153
1970-01-01 00:00:00.000044160,105010.8728974461,-71409.30291087955,276189.08694523544
1970-01-01 00:00:00.000044161,104561.19569800315,-83867.17058765443,279872.41511321254
1970-01-01 00:00:00.000044162,104111.51849856021,-82551.69947483245,284669.59693213896
1970-01-01 00:00:00.000044163,103661.84129911725,-71387.63040525846,274623.01718721143
1970-01-01 00:00:00.000044164,103212.16409967431,-82369.45571287507,277493.9352462212
1970-01-01 00:00:00.000044165,102762.48690023135,-60470.02510810663,266231.8963157566
1970-01-01 00:00:00.000044166,102312.80970078844,-83155.20875367912,276824.00801872247
1970-01-01 00:00:00.000044167,101863.13250134548,-92614.94022240494,275354.38470220874
1970-01-01 00:00:00.000044168,101413.45530190253,-66289.89264775199,291419.5165339326
1970-01-01 00:00:00.000044169,100963.77810245958,-84139.05359827915,281725.4523906695
1970-01-01 00:00:00.000044170,100514.10090301666,-75325.58704901699,260229.40497966149
