ds,yhat,yhat_lower,yhat_upper
2020-02-16,129129.60022012528,-48155.65795872811,310121.647995344
2020-02-17,126572.62394212132,-42604.4004660162,301043.44612473855
2020-02-18,131116.72230477343,-53367.62642505946,319802.78340396035
2020-02-19,128520.92051817564,-57134.17152696728,315237.93966948346
2020-02-20,141435.77365102342,-27387.357579844545,324903.4963724717
2020-02-21,133811.7544490629,-40711.60920211079,311151.77339942614
2020-02-22,118172.88598647589,-63536.66324291288,304169.1027102984
2020-02-23,123038.2051140581,-60765.09619062969,302829.1540411911
2020-02-24,121485.93657198906,-70503.59637846111,290430.4767940934
2020-02-25,127083.2201907743,-56095.17750607219,293314.0458287868
2020-02-26,125561.58255646571,-54989.71379241288,308383.44797527883
2020-02-27,139543.88725724973,-35231.37977620606,321375.11167315475
2020-02-28,132953.38798750401,-54138.13194277451,306852.882812162
2020-03-01,124042.45398155374,-64948.5119938615,297748.34861255187
2020-03-02,123272.91897152737,-59114.321596477734,299812.6062315006
2020-03-03,129527.38848559154,-69521.9152041844,307397.42858357396
2020-03-04,128521.54420849652,-52310.38007296024,307863.3641914804
2020-03-05,142866.099920684,-33838.72042504922,331406.24715071806
2020-03-06,136476.1482521447,-40012.21926553635,315526.04059470736
2020-03-07,121845.64562427657,-54143.981873515346,298362.75776461494
2020-03-08,127469.60187658916,-53713.35258933976,304824.6698921232
2020-03-09,126408.83786468572,-58856.85203571145,289839.4248792657
2020-03-10,132220.1406511928,-50063.56239776086,318568.1091447088
2020-03-11,130631.99526693774,-61614.51366520342,309115.4040947232
2020-03-12,144271.62643716048,-33382.686383906315,332884.7641163067
2020-03-13,137073.96721321103,-41283.0237275932,295442.6141883193
2020-03-14,121555.68781427894,-58241.107529110224,309695.30896837055
2020-03-15,126236.86103859935,-62501.81445245189,320767.83723795577
2020-03-16,124205.13947585606,-56778.53654242134,299448.95130148047
2020-03-17,129045.28684745946,-52497.80631811645,314765.75658203795
2020-03-18,126514.25929620769,-36960.329519158884,307320.45957182
2020-03-19,139267.57962968684,-40897.000738058625,332341.3271051464
2020-03-20,131267.64191592627,-43037.31980212615,311288.38693549245
2020-03-21,115057.0922706816,-67590.7815413162,285866.52656828193
2020-03-22,119179.87751877191,-65185.623260121065,287615.8081511637
2020-03-23,116744.85104626018,-52699.7428359786,295851.8335768379
2020-03-24,121354.79122599843,-54080.782436376845,289685.31427834916
2020-03-25,118781.03996353727,-63656.183055572066,296105.46902314026
2020-03-26,131689.51449707407,-32663.936931161268,319829.97602638224
2020-03-27,124048.73815209905,-59792.71202727471,291545.0541884119
2020-03-28,108403.04217587663,-66580.06616494847,297669.76689207304
2020-03-29,113293.5344609819,-63064.4584927606,298866.3245781479
2020-03-30,111821.72634980493,-54122.14774631795,296808.546064396
2020-03-31,117578.67248457353,-53581.60153803321,291159.8118623158
2020-04-01,116319.82855119646,-47997.856921970546,303905.6545591445
2020-04-02,130691.3751346716,-53857.13190945242,300569.3978694339
2020-04-03,124638.64636908616,-58430.14012418812,304755.40250152734
2020-04-04,110679.80655249293,-80033.1546621126,277798.5131426569
2020-04-05,117327.35984958621,-65913.20465007305,296667.37439098017
2020-04-06,117652.37210894868,-54733.497786438966,297855.9338105331
2020-04-07,125214.2463911212,-49520.62721686431,308727.5349092625
2020-04-08,125736.24279985442,-48219.50024713311,308298.53480315633
2020-04-09,141832.476015461,-30106.161018515817,321585.881436428
2020-04-10,137417.01417592814,-43598.97369312786,328908.12318180257
2020-04-11,124978.2073661002,-52483.81270318237,295904.3253021723
2020-04-12,133000.81639639335,-45906.771294677,312810.2661151313
2020-04-13,134530.80725909604,-46932.41271102609,306897.9794591472
2020-04-14,143105.64032956504,-23989.791846480766,327297.49608596426
2020-04-15,144430.23377474918,-38659.63148599822,311937.2127549374
2020-04-16,161104.325085065,-17160.689185896317,342757.7505193975
2020-04-17,157031.84675432174,-26092.54708154247,342284.24034843274
2020-04-18,144695.43877353796,-37623.992996705645,326082.25474904163
2020-04-19,152578.66517741335,-32414.56526970606,328992.7503802577
2020-04-20,153730.79880204084,-25881.539801068626,352629.35160394706
2020-04-21,161697.0043309611,-14219.791875617302,339926.55493653385
2020-04-22,162194.1022963854,-8423.926610297722,344933.86335967085
2020-04-23,177837.6432694987,-3678.6497264279765,368894.1014017348
2020-04-24,172550.9155556112,1410.8151023024702,349991.0397204267
2020-04-25,158839.01814325782,-14271.932517770081,337418.9889509401
2020-04-26,165210.57679446277,-8757.26673924148,347963.232719948
2020-04-27,164741.97939210891,-1441.145908132879,345775.46872996
2020-04-28,171006.97359167555,-12742.086085015859,334470.6796944539
2020-04-29,169751.82311974178,-9713.027618864002,347921.86202805274
2020-04-30,183621.76600236143,16763.013474297957,354813.014916829
2020-05-01,176569.41212862497,7539.050271768812,348591.64166584756
2020-05-02,161128.2256918128,-17106.51152371079,332548.7904500795
2020-05-03,165833.6835716112,-11658.65329916059,337496.65017559595
2020-05-04,163786.99801699165,-9998.789566651145,340927.1797232153
2020-05-05,168584.25771182627,-5978.522505368878,350795.38460548484
2020-05-06,165991.19313207333,-5132.477600325884,345269.1579199352
2020-05-07,178669.31736278604,-2543.9868400863597,345668.26643516764
2020-05-08,170584.0858091035,-9309.644341609852,348445.66543895664
2020-05-09,154278.22438939475,-11088.004144520188,338692.5473459497
2020-05-10,158292.81925630145,-17749.303812257134,344850.8608896662
2020-05-11,155731.05629933157,-37359.17559677497,322813.270183953
2020-05-12,160187.46233811896,-18132.093617767005,341284.492787945
2020-05-13,157422.84975022628,-16474.61544214268,342268.0081188323
2020-05-14,170090.70966960335,-6839.550236344389,353700.2140488113
2020-05-15,162145.68945472466,-23305.255211324915,326462.6642511276
2020-05-16,146117.29479083227,-28859.778373456436,312198.019006372
2020-05-17,150531.39899772167,-40585.67801776168,329506.9230410912
2020-05-18,148474.4363525351,-32158.929229627454,330962.1205880699
2020-05-19,153523.11921369092,-36409.2743997664,317502.33824484574
2020-05-20,151419.8682017964,-37582.6882639365,330289.77415728825
2020-05-21,164799.6880381193,-6793.940348902231,343305.4299828335
2020-05-22,157599.11247392997,-16556.96942642991,340740.74853874376
2020-05-23,142330.34698644094,-32118.74022206037,333836.79990312905
2020-05-24,147503.18099552463,-46389.47634438917,320181.01761199563
2020-05-25,146189.53672892498,-25365.304099410412,322912.2253409956
2020-05-26,151953.48621506206,-12956.292969267715,318731.62434365426
2020-05-27,150526.91892839494,-15834.276160190158,342982.99478609307
2020-05-28,164536.58768920036,-15920.478494520143,345752.2448283012
2020-05-29,157913.15310208447,-27251.48385778827,332828.50351701974
2020-05-30,143165.35397138813,-29724.160679031826,323979.90984182514
2020-05-31,148784.71117067727,-27106.622622163686,322715.0274593904
2020-06-01,147861.45954397938,-10430.840136968945,331939.8551127937
2020-06-02,153962.89399685175,-19752.800724383473,325261.3334707746
2020-06-03,152825.96811447706,-20647.885893798284,335388.2806199485
2020-06-04,167084.0556454642,-17989.734727993542,343919.74134989834
2020-06-05,160675.66900851124,-13990.215100184698,335514.2315898296
2020-06-06,146118.27221809418,-32379.24937441964,326890.4636584538
2020-06-07,151929.77142244152,-16183.001712157093,338734.50400643895
2020-06-08,151192.56400932328,-17615.082442698367,337082.73229157296
2020-06-09,157482.9935966841,1236.042805229521,337141.5735182894
2020-06-10,156546.410839289,-23455.24582953916,338306.7647103417
2020-06-11,171023.5861563489,-9577.334087138837,348296.8472803379
2020-06-12,164859.11375892555,-12661.210586694808,357135.7803229089
2020-06-13,150574.95358693736,-24806.81986036037,339207.39426565036
2020-06-14,156691.70233385375,-23379.299062871483,333726.9260934923
2020-06-15,156292.48105793912,-9116.087495492366,334632.81694235146
2020-06-16,162952.29162267726,-2568.885508183884,339903.5100436089
2020-06-17,162413.04507178496,-7574.627818170088,344689.39742968034
2020-06-18,177310.00937937136,647.0243593599795,365353.7663825064
2020-06-19,171580.31541348388,-16176.080308976834,339677.20273027907
2020-06-20,157736.66531594392,-12830.918312473023,339627.3063412105
2020-06-21,164288.83026368922,-21839.10213779767,344320.0913677002
2020-06-22,164307.8192015736,-17851.16053227753,331595.8431398602
2020-06-23,171355.563333343,6994.1735859710525,351067.4504492828
2020-06-24,171160.3106725972,-14405.21637672795,336068.2398238609
2020-06-25,186343.4681694481,6318.5491859417825,367516.7926049467
2020-06-26,180828.5194686945,-4973.430205835013,344445.4772939155
2020-06-27,167115.15114364892,-21795.572148292234,358633.1903829337
2020-06-28,173701.1627402718,-12748.988868767914,357886.0313738397
2020-06-29,173647.03062430143,-12261.804151683042,350343.77752724814
2020-06-30,180505.959165469,3500.062268980468,366591.3574739179
2020-07-01,179999.6029550319,12040.747005496985,352001.7240578817
2020-07-02,194745.1878980829,14901.905892793058,374609.38024248794
2020-07-03,188664.65075824756,9726.179281108845,360863.60575989424
2020-07-04,174258.9229505412,-8153.870272748534,346160.63256246404
2020-07-05,180029.92849373614,20040.689426983226,353877.34721016686
2020-07-06,179045.16247511606,2211.6929628362336,355272.12040988967
2020-07-07,184867.6818151959,8032.16602537501,359913.2479305686
2020-07-08,183231.69223449324,16230.498032897776,359407.266790749
2020-07-09,196769.4614389016,19155.774139799512,378899.64898538444
2020-07-10,189420.18220033206,9079.096731442098,373500.49183586374
2020-07-11,173703.9170662306,-22033.737576563235,338377.1725268241
2020-07-12,178143.2022441792,-1170.8964197215344,360528.87391066476
2020-07-13,175827.18616847135,-13188.635837150767,361318.7272634176
2020-07-14,180341.14498120092,5329.506882490905,347806.6407999184
2020-07-15,177441.57031321913,-3198.008954447073,352981.59432589693
2020-07-16,189782.57161343703,22334.212918909205,372604.79334177263
2020-07-17,181324.2293792324,-7527.016956532173,364685.84684808005
2020-07-18,164606.0438184331,-5297.14895848306,344336.36561885895
2020-07-19,168168.06908642052,-4154.2756620789105,360344.6318214733
2020-07-20,165114.62067138002,-8801.661276746334,351123.6002491298
2020-07-21,169043.4093944033,4828.249453701654,349186.6000803323
2020-07-22,165720.30751111056,-14882.976301715027,349044.30362211086
2020-07-23,177805.4978712154,527.3987651258144,361194.9384635449
2020-07-24,169261.64956907317,-12027.566356006933,359490.7224850189
2020-07-25,152627.26988029724,-20499.28148498729,335594.81565263635
2020-07-26,156437.82592272296,-33520.50154478845,330189.9719050552
2020-07-27,153789.52484998168,-18482.042791630487,324675.48238370783
2020-07-28,158268.60516558003,-22011.60029227054,336333.63934514247
2020-07-29,155626.34166194362,-14713.536613314627,336275.67539319384
2020-07-30,168505.50991228578,-19438.679858751937,340477.73089011735
2020-07-31,160848.94678484142,-18183.18284222325,340784.8932464845
2020-08-01,145173.34803534485,-40794.09274394793,316366.94237438147
2020-08-02,149990.88610679674,-19867.903977603604,329506.95693053363
2020-08-03,148373.52531305418,-45929.26470839184,335984.9292440606
2020-08-04,153882.87431583545,-27442.8021819011,324130.5543479796
2020-08-05,152245.764988385,-18075.59115118233,331024.4489210689
2020-08-06,166081.28977146634,-1832.7242330010179,347981.431145232
2020-08-07,159309.92010259235,-32499.14759182281,328227.81141803664
2020-08-08,144427.83335913043,-45891.28030811632,320037.3242423759
2020-08-09,149929.01844230772,-25326.5584999685,330817.86859681166
2020-08-10,148870.02511186647,-45977.881077701044,325350.1825416631
2020-08-11,154800.1861560085,-25155.392286894836,324106.0042949546
2020-08-12,153437.49217429027,-19877.252361585808,327422.7748168458
2020-08-13,167395.84351531486,-19902.795908735417,341927.6441540862
2020-08-14,160594.29632900012,-23334.318929968624,326971.47137972096
2020-08-15,145531.426644185,-22430.66946449131,322752.99171563884
2020-08-16,150707.38125735815,-24042.966248000615,340418.56212761294
2020-08-17,149188.48142932117,-29304.85000729734,326116.2850848995
2020-08-18,154537.21158181026,-28737.695793592433,328193.5865758861
2020-08-19,152487.77802857506,-16421.113293293358,328767.1677676287
2020-08-20,165672.96957160154,-23678.335175938453,337092.7042415462
2020-08-21,158032.94607229688,-22503.012118523522,342248.98453943455
2020-08-22,142089.08970108666,-46268.39336165711,321177.926619064
2020-08-23,146365.4998334454,-38280.36979735488,319440.869877061
2020-08-24,143953.01086201402,-25583.32165699537,326910.8488340758
2020-08-25,148438.5791668858,-50986.89510580772,326868.2958948773
2020-08-26,145580.23876120805,-28061.79296014617,337451.4961724163
2020-08-27,158033.3720094338,-7654.753067280412,347200.1299335843
2020-08-28,149758.93582304145,-12218.787160388256,316787.53735040524
2020-08-29,133296.79171371306,-54077.98742831736,309425.56912713964
2020-08-30,137186.73339361136,-42353.966274372244,320875.42530120834
2020-08-31,134532.10265270245,-46448.27966981477,317964.7761431764
2020-09-01,138928.84966648024,-53026.49216599558,321057.8388233474
2020-09-02,136140.24537630542,-51729.78201195622,323175.6847087247
2020-09-03,148788.51776838675,-34825.20866618852,319045.21676402725
2020-09-04,140866.4599760856,-31773.878497618833,316224.67784441524
2020-09-05,124907.35328117386,-51083.95712392284,301293.0750233032
2020-09-06,129440.60521958627,-60169.86955440986,307968.5245633054
2020-09-07,127555.58717853524,-49347.38521890305,287934.9253374596
2020-09-08,132831.00331168695,-59994.536991380475,309868.46874149155
2020-09-09,131009.99128934176,-59986.72125681275,308023.38101304707
2020-09-10,144726.6983634831,-38467.94853692829,314775.14616991807
2020-09-11,137914.96638359854,-33477.32855574544,313281.0885700669
2020-09-12,123082.2636818753,-50576.45115031927,292255.6951117766
2020-09-13,128731.44360803817,-46137.62112789849,304929.48908712267
2020-09-14,127925.20341841553,-59798.238544005675,297853.3456485125
2020-09-15,134216.07993831864,-54330.476900399895,326279.4141266001
2020-09-16,133322.16766571056,-42963.2394416229,312667.4276303978
2020-09-17,147854.28816352977,-28777.597639361255,330266.8676953038
2020-09-18,141725.23030704024,-32405.460748051475,327186.37288418954
2020-09-19,127424.18613876388,-55846.52669791867,299489.1372976743
2020-09-20,133438.95016088022,-48307.571514863055,312190.3217027737
2020-09-21,132820.74532495675,-57003.05502314434,313842.1666483983
2020-09-22,139114.5034418235,-49872.98493017623,318278.22280343994
2020-09-23,138034.7789461459,-39186.43073978754,316366.95684125915
2020-09-24,152193.02024379538,-24658.415043523895,343158.98902026773
2020-09-25,145506.81581831144,-40603.23157026598,317779.9937362944
2020-09-26,130474.23973543494,-48102.796354358936,310348.4866917821
2020-09-27,135595.86654550038,-40257.68683094082,301385.98526678636
2020-09-28,133939.3232326758,-50872.733556956795,318244.51643324626
2020-09-29,139069.21244172234,-49557.97703129116,307413.38672243786
2020-09-30,136722.59437746467,-42860.23907473147,322517.6234327201
2020-10-01,149535.7618160404,-28472.91637205935,324105.2188341626
2020-10-02,141452.93711603296,-38466.83324827768,320689.0372344828
2020-10-03,125000.02879929873,-55071.981432617446,320576.41410908947
2020-10-04,128706.03153770497,-39612.04125929162,316840.19401652925
2020-10-05,125666.95160595766,-32061.395391706963,305611.7725178515
2020-10-06,129475.10667150612,-43222.450617457114,291146.27708328963
2020-10-07,125894.00183326843,-56835.16115432064,305074.7531879656
2020-10-08,137584.5304005355,-42194.092502031,307939.52480785333
2020-10-09,128513.14154861998,-42474.743529386426,311808.5856824684
2020-10-10,111225.12455719865,-67579.59205420817,286795.3721743928
2020-10-17,96782.13986271778,-71923.08227564799,281159.15834184905
2020-10-18,100475.96544098675,-79505.18657129939,278165.4595128602
2020-10-19,97767.62146150964,-76669.25092129604,286946.1619216641
2020-10-20,102240.90999022815,-74988.78039700219,291745.7657715043
2020-10-21,99644.26626639042,-78871.50826360939,269197.36017569236
2020-10-22,112617.38646589966,-74268.35707212867,295135.8492979921
2020-10-23,105099.95827397413,-66735.6514670843,290317.53978144424
2020-10-24,89605.6295628302,-86762.00123957059,263926.2973430002
2020-10-25,94643.79252147744,-73101.9310420414,278419.896892856
2020-10-26,93284.0547734072,-88083.15556444146,265450.57886247267
2020-10-27,99086.2320578925,-61960.08735242467,277298.4049769355
2020-10-28,97776.0466883736,-78834.58580077952,265249.4005819079
2020-10-29,111972.25961038166,-72817.3011497013,297507.9571499206
2020-10-30,105595.85507255193,-76187.65596464337,278854.9199696751
2020-10-31,91144.4026017614,-82274.03599288111,266220.3183942657
2020-11-01,97114.16455846462,-79323.53898904785,276763.8770999339
2020-11-02,96564.81348219325,-79636.48504773718,258106.78409221445
2020-11-03,103049.58839124347,-91185.94919621796,286993.8422125783
2020-11-04,102291.07087786916,-72376.5023483795,273916.84168218187
2020-11-05,116908.30756096513,-57559.66996082498,293459.22325613326
2020-11-06,110825.89878464768,-55485.10360400238,278262.6128655668
2020-11-07,96548.18123586652,-78855.65691639754,275309.73885883467
2020-11-08,102581.0777662008,-71366.97032207377,282227.2202347771
2020-11-09,101996.48553792096,-73775.90410486687,283883.2441888935
2020-11-10,108362.04029598337,-67486.14345793318,297799.9690156197
2020-11-11,107416.4477584877,-70466.96243247234,282222.7455900713
2020-11-12,121796.12010380618,-67078.67866513498,301819.9908608167
2020-11-13,115443.74984392339,-66616.02092820161,285856.8108324796
2020-11-14,100881.96184127219,-79210.03961474153,274349.3821131667
2020-11-15,106634.63020381572,-78094.50651817308,271636.53989697754
2020-11-16,105790.74466636195,-75145.17843630613,288170.5053824416
2020-11-17,111933.67746163254,-58607.758519587725,297992.4223797203
2020-11-18,110816.05426790468,-71294.70041868821,285815.5647266071
2020-11-19,125085.97889610621,-44786.86633175404,304699.5004134153
2020-11-20,118695.25449814575,-66144.12616193555,298817.111771259
2020-11-21,104172.75110104676,-70381.35905165403,271551.8928220749
2020-11-22,110045.51358515705,-76400.73212818285,290015.10950675246
2020-11-23,109402.50025569188,-71112.29397591038,279168.4468705123
2020-11-24,115823.80657595544,-58672.127614454956,298666.51872901
2020-11-25,115055.5791496127,-56707.71766789763,298555.63373080094
2020-11-26,129736.36901306221,-43822.549769402365,315160.84125380986
2020-11-27,123805.56432635935,-39478.019003996065,298268.8925421436
2020-11-28,109777.04754469186,-75205.15051556574,288962.7754945778
2020-11-29,116160.66454390784,-61741.73872681684,314759.6854397779
2020-11-30,116026.38744009037,-70507.33507477074,297161.61879930156
2020-12-01,122934.01569052249,-47114.366433166535,297301.1776676546
2020-12-02,122608.60924766354,-51522.038014163,308184.8172214547
2020-12-03,137667.390438823,-27507.179782670202,320298.52041592146
2020-12-04,132028.74149238112,-49427.58426845793,314025.9306049754
2020-12-05,118186.42915258445,-59802.221830756265,285185.42653419153
2020-12-06,124631.63006765283,-67036.8876350344,299839.8312588275
2020-12-07,124417.62507387585,-51105.108690891706,308509.19214324985
2020-12-08,131089.99384459734,-46953.19142434188,303955.7819576339
2020-12-09,130362.491359567,-48040.71777061153,310618.5909500147
2020-12-10,144844.33165083415,-42582.11011578874,315903.24015076086
2020-12-11,138449.49589258552,-29204.97304196734,319867.2272453333
2020-12-12,123671.18802331296,-58885.189715268716,288509.903103085
2020-12-13,129004.0051324124,-33259.27717585786,298928.13113158307
2020-12-14,127508.68622969906,-46174.39135065745,305784.02743824496
2020-12-15,132742.2684716841,-41983.26945937322,301691.5699010752
2020-12-16,130433.8319490242,-48115.296654713755,303938.7343652352
2020-12-17,143211.56041390685,-45709.99052339919,326545.6847848856
2020-12-18,135011.73896710918,-36924.83061467563,298622.82018323865
2020-12-19,118352.81792025546,-58918.29162900151,290492.2850792762
2020-12-20,121757.117996276,-60928.60322929452,301951.8752751867
2020-12-21,118315.05016218805,-58549.37960855426,301360.68112319044
2020-12-22,121614.69033259779,-67566.37900147459,302456.9193267696
2020-12-23,117416.90258166807,-59237.04479487517,305150.79394149705
2020-12-24,128381.75165549378,-58265.60410379052,312036.41876553313
2020-12-25,118476.84000894471,-52789.25242088828,309643.6657098318
2020-12-26,100250.71313158728,-60147.71638824743,281602.1257606293
2020-12-27,102253.92293742552,-75543.51484495023,286122.6573846673
2020-12-28,97602.63685146518,-80705.87083386858,269390.8512454216
2020-12-29,99907.64657060866,-66506.98674652311,285270.3397061428
2020-12-30,94948.98297047647,-75056.60240703294,275002.57181958173
2020-12-31,105401.88958174785,-73921.37232078623,300493.46685377875
2021-01-01,95244.80002795038,-68171.79135379395,277364.1063053778
2021-01-02,77032.47165845695,-96262.68017460646,256058.49381313083
2021-01-03,79316.87172687658,-88123.38295274285,248417.1971864779
2021-01-04,75210.70827626606,-113835.5939100404,259635.555663382
2021-01-05,78316.46208097486,-110953.13343405369,254949.27568712895
2021-01-06,74401.12627232782,-104015.45650156215,258881.7897846716
2021-01-07,86122.40400187165,-98796.71785056501,272391.38874367706
2021-01-08,77437.00527250381,-88514.61898839085,242352.8948378525
2021-01-09,60874.18881176337,-111566.71501370375,249669.66007053657
2021-01-10,64957.13700646384,-121945.34945098181,247923.58019172642
2021-01-11,62767.0459433824,-120012.58111723937,248274.82339134678
2021-01-12,67872.77521600138,-118767.95947449344,249680.25696293454
2021-01-13,66006.25006209101,-108500.40904873265,251624.4755416939
2021-01-14,79789.35742517888,-97126.92662548705,252651.35830126214
2021-01-15,73142.95174197934,-103501.01321686705,247328.47158428177
2021-01-16,58561.11171707757,-107966.5857823201,245535.4290986586
2021-01-17,64533.21558146933,-114851.92119309204,247427.30074672078
2021-01-18,64108.70295476147,-109123.50526396978,249188.28675668835
2021-01-19,70827.35358474124,-106211.54558897778,239529.19992044242
2021-01-20,70395.26310933898,-99340.77031297718,250061.7837311708
2021-01-21,85412.23988558367,-103224.82946332569,266106.04346039623
2021-01-22,79781.2384595501,-82711.91462465664,259277.87127387497
2021-01-23,65982.95130741922,-104736.94418496595,247239.15534473927
2021-01-24,72498.12405423504,-95312.05387045063,253833.95183979502
2021-01-25,72372.45825907777,-112220.47545565788,258473.90961423487
2021-01-26,79146.9249643712,-96465.67935962946,254984.31177020512
2021-01-27,78533.67272732272,-105115.2519190668,264262.25080607086
2021-01-28,93143.25372959163,-88310.1144363816,265611.0325305454
2021-01-29,86893.78784553388,-99564.20914662705,255487.20415664508
2021-01-30,72285.1923410411,-111318.6000404681,253008.98479584392
2021-01-31,77821.05089015415,-89414.97317456205,249771.84137317238
2021-02-01,76572.99380798242,-104679.52426180817,249211.7080554517
2021-02-02,82110.42842734959,-82360.8153587092,263428.26499158307
2021-02-03,80175.81204749606,-103000.76766707997,256743.19982876378
2021-02-04,93411.20714427497,-84847.30106344524,261075.23173826688
2021-02-05,85766.75307701452,-103511.87232537486,258008.0003693165
2021-02-06,69774.19719133693,-100630.72285769164,258498.43976869824
2021-02-07,73968.0743488597,-104450.19894197395,247564.45464499443
2021-02-08,71449.42190198926,-111737.67718205818,247865.56562264127
2021-02-09,75814.88371963524,-102054.33763219957,261562.313430902
2021-02-10,72831.40879419295,-101176.17521313672,243145.79781207972
2021-02-11,85162.29777277075,-84904.51330356569,266100.06701438816
2021-02-12,76775.24152595777,-106909.94667230146,253524.3661184295
2021-02-13,60215.50456072384,-112166.36282400566,244629.36655514577
2021-02-14,64026.84960662464,-120090.59202430508,246481.5840416939
2021-02-15,61315.095731442125,-106324.85700891951,242648.94265740886
2021-02-16,65677.16661514825,-127552.92566162159,234879.77278591544
2021-02-17,62875.83596574395,-108776.82347632533,262838.5184847319
2021-02-18,75565.92085161323,-114531.84165894105,259026.85281546292
2021-02-19,67702.56472711975,-103802.5727112502,240029.21095513456
2021-02-20,51814.75569825643,-119736.12396507544,215250.88682792152
2021-02-21,56426.67029403398,-124898.28257205298,243316.68833983818
2021-02-22,54621.72367252839,-124248.39203183408,236011.83361928543
2021-02-23,59972.17235867657,-114327.52265184576,236671.05831473882
2021-02-24,58214.463564031445,-123480.57253547169,242695.878066755
2021-02-25,71976.06799818446,-102387.17100089663,254010.31247898447
2021-02-26,65184.42312683604,-102548.80293464566,251972.4450937477
2021-02-27,50341.11815978995,-138944.72952467247,231879.74494720108
2021-02-28,55943.89411509369,-115752.84443049479,228195.08084795898
2021-03-01,55051.326580221306,-131171.26953590647,234437.5504140199
2021-03-02,61213.021986379856,-118027.55473749868,246105.2793032604
2021-03-03,60145.508071043616,-113772.87642652984,239302.86535334622
2021-03-04,74459.54309357364,-111474.04650812464,264496.81784629216
2021-03-05,68069.4598899881,-105229.32333023376,258346.60382061146
2021-03-06,53467.66690549579,-121163.22672448213,236247.19263509492
2021-03-07,59146.87222969062,-119833.32381263327,254218.31479598445
2021-03-08,58164.89367770477,-123564.59664539341,232911.2532003791
2021-03-09,64074.88174373124,-105621.6336659858,240353.57324177425
2021-03-10,62601.13655721399,-112171.08232615735,231575.56137578408
2021-03-11,76366.24452867793,-100711.10101248103,263311.9131285091
2021-03-12,69300.1548003772,-106911.4175932924,253500.97269823446
2021-03-13,53914.323727012124,-137310.86101837107,242430.02763124363
2021-03-14,58723.50163788172,-114902.74972670602,238008.3091030945
2021-03-15,56810.03434234196,-117313.29878681552,227179.14427646046
2021-03-16,61753.51887071519,-124758.34670668528,236467.2925465645
2021-03-17,59306.01322564949,-118903.32815699605,230983.35253583727
2021-03-18,72118.50640608634,-105889.84602620063,252490.21068704056
2021-03-19,64149.35137801077,-132691.86538224996,250729.31065444098
